Year,SeriesID,SeriesDescription,Unnamed: 3,GeoAreaCode,GeoAreaName,TimePeriod,Source,FootNote,Nature,Units,Reporting Type,ISOalpha3,Type,SeriesCode,Value
1978,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,1978,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,1.428042701
1979,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,1979,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,1.785211371
1980,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,1980,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,3.769314407
1981,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,1981,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,5.198539495
1982,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,1982,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,6.066702641
1983,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,1983,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,5.69818094
1984,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,1984,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,4.979673455
1985,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,1985,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,4.878383476
1986,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,1986,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,5.089102687
1987,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,1987,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,5.238696293
1988,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,1988,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,5.125362929
1989,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,1989,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,5.123775825
1990,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,1990,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,4.989396385
1991,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,1991,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,4.911957603
1992,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,1992,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,5.645721908
1993,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,1993,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,6.116660737
1994,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,1994,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,6.103572292
1995,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,1995,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,6.147257173
1996,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,1996,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,6.066980063
1997,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,1997,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,6.18696385
1998,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,1998,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,6.415567154
1999,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,1999,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,6.797901704
2000,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,2000,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,7.06814459
2001,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,2001,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,7.427481182
2002,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,2002,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,7.83761501
2003,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,2003,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,7.538860732
2004,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,2004,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,7.616590559
2005,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,2005,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,8.094537876
2006,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,2006,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,7.66189597
2007,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,2007,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,7.750481443
2008,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,2008,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,7.183065977
2009,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,2009,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,7.932018063
2010,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,2010,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,7.26853335
2011,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,2011,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,7.892162243
2012,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,2012,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,8.766865067
2013,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,2013,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,8.641517997
2014,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,2014,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,8.866735552
2015,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,2015,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,8.6840907
2016,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,2016,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,8.812815516
2017,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,2017,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,8.224236489
2018,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,2018,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,8.006816687
2019,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,2019,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,8.035035073
2020,1753,"Personal remittances, received,  as a proportion of GDP (%)",,144,Sri Lanka,2020,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,LKA,Country,BX_TRF_PWKR,8.850654478
1960,1753,"Personal remittances, received,  as a proportion of GDP (%)",,145,Western Asia (M49),1960,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
1961,1753,"Personal remittances, received,  as a proportion of GDP (%)",,145,Western Asia (M49),1961,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
1962,1753,"Personal remittances, received,  as a proportion of GDP (%)",,145,Western Asia (M49),1962,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
1963,1753,"Personal remittances, received,  as a proportion of GDP (%)",,145,Western Asia (M49),1963,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
1964,1753,"Personal remittances, received,  as a proportion of GDP (%)",,145,Western Asia (M49),1964,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
1965,1753,"Personal remittances, received,  as a proportion of GDP (%)",,145,Western Asia (M49),1965,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
1966,1753,"Personal remittances, received,  as a proportion of GDP (%)",,145,Western Asia (M49),1966,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
1967,1753,"Personal remittances, received,  as a proportion of GDP (%)",,145,Western Asia (M49),1967,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
1968,1753,"Personal remittances, received,  as a proportion of GDP (%)",,145,Western Asia (M49),1968,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
1969,1753,"Personal remittances, received,  as a proportion of GDP (%)",,145,Western Asia (M49),1969,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
1970,1753,"Personal remittances, received,  as a proportion of GDP (%)",,145,Western Asia (M49),1970,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
1971,1753,"Personal remittances, received,  as a proportion of GDP (%)",,145,Western Asia (M49),1971,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
1972,1753,"Personal remittances, received,  as a proportion of GDP (%)",,145,Western Asia (M49),1972,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
1973,1753,"Personal remittances, received,  as a proportion of GDP (%)",,145,Western Asia (M49),1973,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
1974,1753,"Personal remittances, received,  as a proportion of GDP (%)",,145,Western Asia (M49),1974,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
1975,1753,"Personal remittances, received,  as a proportion of GDP (%)",,145,Western Asia (M49),1975,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
1976,1753,"Personal remittances, received,  as a proportion of GDP (%)",,145,Western Asia (M49),1976,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
1977,1753,"Personal remittances, received,  as a proportion of GDP (%)",,145,Western Asia (M49),1977,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
1978,1753,"Personal remittances, received,  as a proportion of GDP (%)",,145,Western Asia (M49),1978,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
1979,1753,"Personal remittances, received,  as a proportion of GDP (%)",,145,Western Asia (M49),1979,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,,Region,BX_TRF_PWKR,
