Year,SeriesID,SeriesDescription,,GeoAreaCode,GeoAreaName,TimePeriod,Source,FootNote,Nature,Units,Reporting Type,ISOalpha3,Type,SeriesCode,Value
1965,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1965,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1966,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1966,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1967,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1967,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1968,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1968,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1969,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1969,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1970,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1970,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1971,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1971,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1972,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1972,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1973,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1973,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1974,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1974,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1975,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1975,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1976,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1976,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,
1977,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1977,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.444076361
1978,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1978,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,4.731024697
1979,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1979,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,4.784137062
1980,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1980,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,4.646142881
1981,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1981,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,4.270119467
1982,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1982,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.985318653
1983,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1983,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,4.98118328
1984,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1984,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,4.78776189
1985,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1985,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.786895367
1986,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1986,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.166795004
1987,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1987,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.952029063
1988,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1988,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,4.246130417
1989,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1989,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.971181593
1990,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1990,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,4.536887025
1991,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1991,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,5.652259148
1992,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1992,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,7.063274552
1993,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1993,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,6.121574682
1994,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1994,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,4.814940913
1995,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1995,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,4.248246371
1996,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1996,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.815400691
1997,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1997,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.912366525
1998,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1998,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.77415719
1999,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),1999,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.443350461
2000,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),2000,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,2.730345999
2001,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),2001,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.241882757
2002,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),2002,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.617367213
2003,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),2003,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.925550701
2004,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),2004,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,4.088391207
2005,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),2005,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.213567488
2006,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),2006,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.108908504
2007,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),2007,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.370536258
2008,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),2008,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.090623106
2009,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),2009,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,2.93195732
2010,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),2010,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.457725225
2011,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),2011,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.645096281
2012,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),2012,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.826130912
2013,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),2013,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,3.651730705
2014,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),2014,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,4.239871986
2015,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),2015,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,4.065678988
2016,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),2016,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,4.081599857
2017,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),2017,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,5.567381506
2018,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),2018,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,5.494045998
2019,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),2019,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,5.330635693
2020,1753,"Personal remittances, received,  as a proportion of GDP (%)",,15,Northern Africa (M49),2020,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,NULL,Region,BX_TRF_PWKR,6.044715343
1960,1753,"Personal remittances, received,  as a proportion of GDP (%)",,16,American Samoa,1960,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,ASM,Country,BX_TRF_PWKR,
1961,1753,"Personal remittances, received,  as a proportion of GDP (%)",,16,American Samoa,1961,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,ASM,Country,BX_TRF_PWKR,
1962,1753,"Personal remittances, received,  as a proportion of GDP (%)",,16,American Samoa,1962,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,ASM,Country,BX_TRF_PWKR,
1963,1753,"Personal remittances, received,  as a proportion of GDP (%)",,16,American Samoa,1963,"World Bank staff estimates based on IMF balance of payments data, and World Bank and OECD GDP estimates.",,G,PERCENT,G,ASM,Country,BX_TRF_PWKR,
